단어,길이,초성
관광객,3,ㄱㄱㄱ
관광지,3,ㄱㄱㅈ
관람객,3,ㄱㄹㄱ
관심사,3,ㄱㅅㅅ
관하다,3,ㄱㅎㄷ
괜찮다,3,ㄱㅊㄷ
괴로움,3,ㄱㄹㅇ
괴롭다,3,ㄱㄹㄷ
굉장히,3,ㄱㅈㅎ
교과서,3,ㄱㄱㅅ
교육비,3,ㄱㅇㅂ
교육자,3,ㄱㅇㅈ
구르다,3,ㄱㄹㄷ
구체적,3,ㄱㅊㅈ
구하다,3,ㄱㅎㄷ
국가적,3,ㄱㄱㅈ
국내선,3,ㄱㄴㅅ
국내외,3,ㄱㄴㅇ
국민적,3,ㄱㅁㅈ
국제선,3,ㄱㅈㅅ
국제적,3,ㄱㅈㅈ
국제화,3,ㄱㅈㅎ
굳히다,3,ㄱㅎㄷ
굽히다,3,ㄱㅎㄷ
궁극적,3,ㄱㄱㅈ
권하다,3,ㄱㅎㄷ
귀엽다,3,ㄱㅇㄷ
귀찮다,3,ㄱㅊㄷ
귀하다,3,ㄱㅎㄷ
규칙적,3,ㄱㅊㅈ
그나마,3,ㄱㄴㅁ
그다음,3,ㄱㄷㅇ
그다지,3,ㄱㄷㅈ
그대로,3,ㄱㄷㄹ
그동안,3,ㄱㄷㅇ
그래도,3,ㄱㄹㄷ
그래서,3,ㄱㄹㅅ
그래야,3,ㄱㄹㅇ
그래픽,3,ㄱㄹㅍ
그러나,3,ㄱㄹㄴ
그러다,3,ㄱㄹㄷ
그러면,3,ㄱㄹㅁ
그런데,3,ㄱㄹㄷ
그렇게,3,ㄱㄹㄱ
그렇다,3,ㄱㄹㄷ
그렇지,3,ㄱㄹㅈ
그리고,3,ㄱㄹㄱ
그리다,3,ㄱㄹㄷ
그리로,3,ㄱㄹㄹ
그리움,3,ㄱㄹㅇ
그림자,3,ㄱㄹㅈ
그립다,3,ㄱㄹㄷ
그만큼,3,ㄱㅁㅋ
그사이,3,ㄱㅅㅇ
그저께,3,ㄱㅈㄲ
그제야,3,ㄱㅈㅇ
그치다,3,ㄱㅊㄷ
그토록,3,ㄱㅌㄹ
극작가,3,ㄱㅈㄱ
근로자,3,ㄱㄹㅈ
근본적,3,ㄱㅂㅈ
글쎄요,3,ㄱㅆㅇ
글쓰기,3,ㄱㅆㄱ
금강산,3,ㄱㄱㅅ
금메달,3,ㄱㅁㄷ
금요일,3,ㄱㅇㅇ
금하다,3,ㄱㅎㄷ
급격히,3,ㄱㄱㅎ
급속히,3,ㄱㅅㅎ
급하다,3,ㄱㅎㄷ
긍정적,3,ㄱㅈㅈ
기념일,3,ㄱㄴㅇ
기념품,3,ㄱㄴㅍ
기대다,3,ㄱㄷㄷ
기독교,3,ㄱㄷㄱ
기르다,3,ㄱㄹㄷ
기본적,3,ㄱㅂㅈ
기쁘다,3,ㄱㅃㄷ
기숙사,3,ㄱㅅㅅ
기술자,3,ㄱㅅㅈ
기업인,3,ㄱㅇㅇ
기울다,3,ㄱㅇㄷ
기원전,3,ㄱㅇㅈ
기초적,3,ㄱㅊㅈ
긴장감,3,ㄱㅈㄱ
길거리,3,ㄱㄱㄹ
깊숙이,3,ㄱㅅㅇ
까만색,3,ㄲㅁㅅ
까맣다,3,ㄲㅁㄷ
까먹다,3,ㄲㅁㄷ
깍두기,3,ㄲㄷㄱ
깔리다,3,ㄲㄹㄷ
깨끗이,3,ㄲㄲㅇ
깨닫다,3,ㄲㄷㄷ
깨달음,3,ㄲㄷㅇ
깨소금,3,ㄲㅅㄱ
깨우다,3,ㄲㅇㄷ
깨지다,3,ㄲㅈㄷ
꺼내다,3,ㄲㄴㄷ
꺼지다,3,ㄲㅈㄷ
꼭대기,3,ㄲㄷㄱ
꼽히다,3,ㄲㅎㄷ
꾸리다,3,ㄲㄹㄷ
꾸미다,3,ㄲㅁㄷ
꾸준히,3,ㄲㅈㅎ
꿈꾸다,3,ㄲㄲㄷ
끊기다,3,ㄲㄱㄷ
끌리다,3,ㄲㄹㄷ
끓이다,3,ㄲㅇㄷ
끝나다,3,ㄲㄴㄷ
끝내다,3,ㄲㄴㄷ
끝없다,3,ㄲㅇㄷ
끝없이,3,ㄲㅇㅇ
끼우다,3,ㄲㅇㄷ
나가다,3,ㄴㄱㄷ
나누다,3,ㄴㄴㄷ
나뉘다,3,ㄴㄴㄷ
나들이,3,ㄴㄷㅇ
나란히,3,ㄴㄹㅎ
나르다,3,ㄴㄹㄷ
나머지,3,ㄴㅁㅈ
나뭇잎,3,ㄴㅁㅇ
나쁘다,3,ㄴㅃㄷ
나서다,3,ㄴㅅㄷ
나오다,3,ㄴㅇㄷ
나침반,3,ㄴㅊㅂ
낚시꾼,3,ㄴㅅㄲ
낚싯대,3,ㄴㅅㄷ
날리다,3,ㄴㄹㄷ
남기다,3,ㄴㄱㄷ
남대문,3,ㄴㄷㅁ
남동생,3,ㄴㄷㅅ
남학생,3,ㄴㅎㅅ
낮추다,3,ㄴㅊㄷ
낯설다,3,ㄴㅅㄷ
내놓다,3,ㄴㄴㄷ
내리다,3,ㄴㄹㄷ
내밀다,3,ㄴㅁㄷ
내쉬다,3,ㄴㅅㄷ
내용물,3,ㄴㅇㅁ
내주다,3,ㄴㅈㄷ
내후년,3,ㄴㅎㄴ
냉장고,3,ㄴㅈㄱ
너무나,3,ㄴㅁㄴ
넓히다,3,ㄴㅎㄷ
넘기다,3,ㄴㄱㄷ
넘치다,3,ㄴㅊㄷ
네거리,3,ㄴㄱㄹ
넥타이,3,ㄴㅌㅇ
노동자,3,ㄴㄷㅈ
노란색,3,ㄴㄹㅅ
노랗다,3,ㄴㄹㄷ
노래방,3,ㄴㄹㅂ
녹이다,3,ㄴㅇㄷ
논리적,3,ㄴㄹㅈ
논하다,3,ㄴㅎㄷ
놀라다,3,ㄴㄹㄷ
놀랍다,3,ㄴㄹㄷ
놀리다,3,ㄴㄹㄷ
놀이터,3,ㄴㅇㅌ
농사일,3,ㄴㅅㅇ
농산물,3,ㄴㅅㅁ
높이다,3,ㄴㅇㄷ
놓이다,3,ㄴㅇㄷ
놓치다,3,ㄴㅊㄷ
놔두다,3,ㄴㄷㄷ
누르다,3,ㄴㄹㄷ
눈감다,3,ㄴㄱㄷ
눈동자,3,ㄴㄷㅈ
눈뜨다,3,ㄴㄸㄷ
느끼다,3,ㄴㄲㄷ
느리다,3,ㄴㄹㄷ
늘리다,3,ㄴㄹㄷ
능동적,3,ㄴㄷㅈ
늦가을,3,ㄴㄱㅇ
다니다,3,ㄷㄴㄷ
다듬다,3,ㄷㄷㄷ
다루다,3,ㄷㄹㄷ
다르다,3,ㄷㄹㄷ
다섯째,3,ㄷㅅㅉ
다양성,3,ㄷㅇㅅ
다지다,3,ㄷㅈㄷ
다치다,3,ㄷㅊㄷ
다투다,3,ㄷㅌㄷ
다하다,3,ㄷㅎㄷ
다행히,3,ㄷㅎㅎ
닥치다,3,ㄷㅊㄷ
단순히,3,ㄷㅅㅎ
닫히다,3,ㄷㅎㄷ
달래다,3,ㄷㄹㄷ
달리기,3,ㄷㄹㄱ
달리다,3,ㄷㄹㄷ
닭고기,3,ㄷㄱㄱ
담그다,3,ㄷㄱㄷ
담기다,3,ㄷㄱㄷ
담당자,3,ㄷㄷㅈ
답하다,3,ㄷㅎㄷ
당기다,3,ㄷㄱㄷ
당분간,3,ㄷㅂㄱ
당연히,3,ㄷㅇㅎ
당하다,3,ㄷㅎㄷ
대규모,3,ㄷㄱㅁ
대기업,3,ㄷㄱㅇ
대다수,3,ㄷㄷㅅ
대단히,3,ㄷㄷㅎ
대도시,3,ㄷㄷㅅ
대부분,3,ㄷㅂㅂ
대사관,3,ㄷㅅㄱ
대상자,3,ㄷㅅㅈ
대여섯,3,ㄷㅇㅅ
대중적,3,ㄷㅈㅈ
대체로,3,ㄷㅊㄹ
대통령,3,ㄷㅌㄹ
대표적,3,ㄷㅍㅈ
대하다,3,ㄷㅎㄷ
대학교,3,ㄷㅎㄱ
대학로,3,ㄷㅎㄹ
대학생,3,ㄷㅎㅅ
대학원,3,ㄷㅎㅇ
대합실,3,ㄷㅎㅅ
더구나,3,ㄷㄱㄴ
더더욱,3,ㄷㄷㅇ
더럽다,3,ㄷㄹㄷ
더불다,3,ㄷㅂㄷ
더욱더,3,ㄷㅇㄷ
더욱이,3,ㄷㅇㅇ
더하다,3,ㄷㅎㄷ
덕수궁,3,ㄷㅅㄱ
던지다,3,ㄷㅈㄷ
덩어리,3,ㄷㅇㄹ
덮이다,3,ㄷㅇㄷ
데리다,3,ㄷㄹㄷ
데우다,3,ㄷㅇㄷ
데이트,3,ㄷㅇㅌ
도대체,3,ㄷㄷㅊ
도리어,3,ㄷㄹㅇ
도서관,3,ㄷㅅㄱ
도시락,3,ㄷㅅㄹ
도움말,3,ㄷㅇㅁ
도자기,3,ㄷㅈㄱ
도저히,3,ㄷㅈㅎ
독일어,3,ㄷㅇㅇ
독창적,3,ㄷㅊㅈ
독하다,3,ㄷㅎㄷ
돌리다,3,ㄷㄹㄷ
돌멩이,3,ㄷㅁㅇ
돌보다,3,ㄷㅂㄷ
동대문,3,ㄷㄷㅁ
동물원,3,ㄷㅁㅇ
동아리,3,ㄷㅇㄹ
동양인,3,ㄷㅇㅇ
동화책,3,ㄷㅎㅊ
되찾다,3,ㄷㅊㄷ
두껍다,3,ㄷㄲㄷ
두려움,3,ㄷㄹㅇ
두렵다,3,ㄷㄹㄷ
두르다,3,ㄷㄹㄷ
둥글다,3,ㄷㄱㄷ
뒤늦다,3,ㄷㄴㄷ
뒤지다,3,ㄷㅈㄷ
뒤집다,3,ㄷㅈㄷ
뒷골목,3,ㄷㄱㅁ
뒷모습,3,ㄷㅁㅅ
드디어,3,ㄷㄷㅇ
드라마,3,ㄷㄹㅁ
드리다,3,ㄷㄹㄷ
드물다,3,ㄷㅁㄷ
들르다,3,ㄷㄹㄷ
들리다,3,ㄷㄹㄷ
들이다,3,ㄷㅇㄷ
듯싶다,3,ㄷㅅㄷ
듯하다,3,ㄷㅎㄷ
등록금,3,ㄷㄹㄱ
등록증,3,ㄷㄹㅈ
등산로,3,ㄷㅅㄹ
디스크,3,ㄷㅅㅋ
디자인,3,ㄷㅈㅇ
따라서,3,ㄸㄹㅅ
따르다,3,ㄸㄹㄷ
딸아이,3,ㄸㅇㅇ
땅바닥,3,ㄸㅂㄷ
때때로,3,ㄸㄸㄹ
때리다,3,ㄸㄹㄷ
떠나다,3,ㄸㄴㄷ
떠들다,3,ㄸㄷㄷ
떡볶이,3,ㄸㅂㅇ
떨리다,3,ㄸㄹㄷ
또다시,3,ㄸㄷㅅ
똑같다,3,ㄸㄱㄷ
똑같이,3,ㄸㄱㅇ
똑바로,3,ㄸㅂㄹ
뛰놀다,3,ㄸㄴㄷ
뜨겁다,3,ㄸㄱㄷ
뜻대로,3,ㄸㄷㄹ
뜻밖에,3,ㄸㅂㅇ
뜻하다,3,ㄸㅎㄷ
띄우다,3,ㄸㅇㄷ
라디오,3,ㄹㄷㅇ
라운드,3,ㄹㅇㄷ
라이벌,3,ㄹㅇㅂ
라이터,3,ㄹㅇㅌ
러시아,3,ㄹㅅㅇ
레이저,3,ㄹㅇㅈ
로터리,3,ㄹㅌㄹ
마누라,3,ㅁㄴㄹ
마라톤,3,ㅁㄹㅌ
마르다,3,ㅁㄹㄷ
마무리,3,ㅁㅁㄹ
마사지,3,ㅁㅅㅈ
마시다,3,ㅁㅅㄷ
마음껏,3,ㅁㅇㄲ
마음속,3,ㅁㅇㅅ
마음씨,3,ㅁㅇㅆ
마이크,3,ㅁㅇㅋ
마지막,3,ㅁㅈㅁ
마치다,3,ㅁㅊㄷ
마침내,3,ㅁㅊㄴ
막걸리,3,ㅁㄱㄹ
막히다,3,ㅁㅎㄷ
만나다,3,ㅁㄴㄷ
만들다,3,ㅁㄷㄷ
만지다,3,ㅁㅈㄷ
만하다,3,ㅁㅎㄷ
만화가,3,ㅁㅎㄱ
말리다,3,ㅁㄹㄷ
말없이,3,ㅁㅇㅇ
말하다,3,ㅁㅎㄷ
맘대로,3,ㅁㄷㄹ
맛보다,3,ㅁㅂㄷ
맛없다,3,ㅁㅇㄷ
맛있다,3,ㅁㅇㄷ
망원경,3,ㅁㅇㄱ
망치다,3,ㅁㅊㄷ
망하다,3,ㅁㅎㄷ
맞서다,3,ㅁㅅㄷ
맞은편,3,ㅁㅇㅍ
맞추다,3,ㅁㅊㄷ
맡기다,3,ㅁㄱㄷ
매달다,3,ㅁㄷㄷ
매스컴,3,ㅁㅅㅋ
머리말,3,ㅁㄹㅁ
머리칼,3,ㅁㄹㅋ
머릿속,3,ㅁㄹㅅ
머물다,3,ㅁㅁㄷ
먹이다,3,ㅁㅇㄷ
먹히다,3,ㅁㅎㄷ
멈추다,3,ㅁㅊㄷ
멋있다,3,ㅁㅇㄷ
멋지다,3,ㅁㅈㄷ
메시지,3,ㅁㅅㅈ
메우다,3,ㅁㅇㄷ
며느리,3,ㅁㄴㄹ
면하다,3,ㅁㅎㄷ
명령어,3,ㅁㄹㅇ
모니터,3,ㅁㄴㅌ
모르다,3,ㅁㄹㄷ
모시다,3,ㅁㅅㄷ
모으다,3,ㅁㅇㄷ
모이다,3,ㅁㅇㄷ
모조리,3,ㅁㅈㄹ
모처럼,3,ㅁㅊㄹ
모퉁이,3,ㅁㅌㅇ
목걸이,3,ㅁㄱㅇ
목소리,3,ㅁㅅㄹ
목요일,3,ㅁㅇㅇ
목욕탕,3,ㅁㅇㅌ
몸무게,3,ㅁㅁㄱ
못되다,3,ㅁㄷㄷ
못하다,3,ㅁㅎㄷ
무겁다,3,ㅁㄱㄷ
무관심,3,ㅁㄱㅅ
무궁화,3,ㅁㄱㅎ
무더위,3,ㅁㄷㅇ
무덥다,3,ㅁㄷㄷ
무섭다,3,ㅁㅅㄷ
무용가,3,ㅁㅇㄱ
무조건,3,ㅁㅈㄱ
무지개,3,ㅁㅈㄱ
묶이다,3,ㅁㅇㄷ
문제점,3,ㅁㅈㅈ
문학적,3,ㅁㅎㅈ
문화재,3,ㅁㅎㅈ
문화적,3,ㅁㅎㅈ
묻히다,3,ㅁㅎㄷ
물고기,3,ㅁㄱㄱ
물리학,3,ㅁㄹㅎ
물질적,3,ㅁㅈㅈ
미디어,3,ㅁㄷㅇ
미루다,3,ㅁㄹㄷ
미사일,3,ㅁㅅㅇ
미술관,3,ㅁㅅㄱ
미용실,3,ㅁㅇㅅ
미치다,3,ㅁㅊㄷ
민주화,3,ㅁㅈㅎ
밀가루,3,ㅁㄱㄹ
밀리다,3,ㅁㄹㄷ
밑바닥,3,ㅁㅂㄷ
바가지,3,ㅂㄱㅈ
바구니,3,ㅂㄱㄴ
바깥쪽,3,ㅂㄲㅉ
바꾸다,3,ㅂㄲㄷ
바뀌다,3,ㅂㄲㄷ
바나나,3,ㅂㄴㄴ
바닷가,3,ㅂㄷㄱ
바닷물,3,ㅂㄷㅁ
바라다,3,ㅂㄹㄷ
바르다,3,ㅂㄹㄷ
바쁘다,3,ㅂㅃㄷ
바치다,3,ㅂㅊㄷ
박물관,3,ㅂㅁㄱ
박히다,3,ㅂㅎㄷ
반갑다,3,ㅂㄱㄷ
반기다,3,ㅂㄱㄷ
반대편,3,ㅂㄷㅍ
반드시,3,ㅂㄷㅅ
반하다,3,ㅂㅎㄷ
발가락,3,ㅂㄱㄹ
발걸음,3,ㅂㄱㅇ
발바닥,3,ㅂㅂㄷ
발자국,3,ㅂㅈㄱ
밝히다,3,ㅂㅎㄷ
밤늦다,3,ㅂㄴㄷ
밤새다,3,ㅂㅅㄷ
밤하늘,3,ㅂㅎㄴ
밥그릇,3,ㅂㄱㄹ
방바닥,3,ㅂㅂㄷ
방송국,3,ㅂㅅㄱ
방송사,3,ㅂㅅㅅ
배우다,3,ㅂㅇㄷ
배우자,3,ㅂㅇㅈ
백두산,3,ㅂㄷㅅ
백화점,3,ㅂㅎㅈ
뱃사람,3,ㅂㅅㄹ
버리다,3,ㅂㄹㄷ
버티다,3,ㅂㅌㄷ
벌리다,3,ㅂㄹㄷ
벌이다,3,ㅂㅇㄷ
벗기다,3,ㅂㄱㄷ
변하다,3,ㅂㅎㄷ
변호사,3,ㅂㅎㅅ
병들다,3,ㅂㄷㄷ
병아리,3,ㅂㅇㄹ
보고서,3,ㅂㄱㅅ
보내다,3,ㅂㄴㄷ
보너스,3,ㅂㄴㅅ
보라색,3,ㅂㄹㅅ
보수적,3,ㅂㅅㅈ
보이다,3,ㅂㅇㄷ
보자기,3,ㅂㅈㄱ
보편적,3,ㅂㅍㅈ
복사기,3,ㅂㅅㄱ
복숭아,3,ㅂㅅㅇ
볶음밥,3,ㅂㅇㅂ
본격적,3,ㅂㄱㅈ
부동산,3,ㅂㄷㅅ
부럽다,3,ㅂㄹㄷ
부르다,3,ㅂㄹㄷ
부모님,3,ㅂㅁㄴ
부분적,3,ㅂㅂㅈ
부작용,3,ㅂㅈㅇ
부잣집,3,ㅂㅈㅈ
부정적,3,ㅂㅈㅈ
부치다,3,ㅂㅊㄷ
부회장,3,ㅂㅎㅈ
분명히,3,ㅂㅁㅎ
분위기,3,ㅂㅇㄱ
분홍색,3,ㅂㅎㅅ
불고기,3,ㅂㄱㄱ
불리다,3,ㅂㄹㄷ
불이익,3,ㅂㅇㅇ
붐비다,3,ㅂㅂㄷ
붙들다,3,ㅂㄷㄷ
붙이다,3,ㅂㅇㄷ
붙잡다,3,ㅂㅈㄷ
브랜드,3,ㅂㄹㄷ
비교적,3,ㅂㄱㅈ
비기다,3,ㅂㄱㄷ
비둘기,3,ㅂㄷㄱ
비디오,3,ㅂㄷㅇ
비로소,3,ㅂㄹㅅ
비바람,3,ㅂㅂㄹ
비비다,3,ㅂㅂㄷ
비빔밥,3,ㅂㅂㅂ
비싸다,3,ㅂㅆㄷ
비우다,3,ㅂㅇㄷ
비웃다,3,ㅂㅇㄷ
비추다,3,ㅂㅊㄷ
비치다,3,ㅂㅊㄷ
비키다,3,ㅂㅋㄷ
비타민,3,ㅂㅌㅁ
비판적,3,ㅂㅍㅈ
비하다,3,ㅂㅎㄷ
비행기,3,ㅂㅎㄱ
비행장,3,ㅂㅎㅈ
빌리다,3,ㅂㄹㄷ
빗방울,3,ㅂㅂㅇ
빗줄기,3,ㅂㅈㄱ
빛나다,3,ㅂㄴㄷ
빠르다,3,ㅃㄹㄷ
빠지다,3,ㅃㅈㄷ
빨간색,3,ㅃㄱㅅ
빨갛다,3,ㅃㄱㄷ
빼놓다,3,ㅃㄴㄷ
빼앗다,3,ㅃㅇㄷ
뻔하다,3,ㅃㅎㄷ
뽑히다,3,ㅃㅎㄷ
뿌리다,3,ㅃㄹㄷ
사계절,3,ㅅㄱㅈ
사귀다,3,ㅅㄱㄷ
사나이,3,ㅅㄴㅇ
사모님,3,ㅅㅁㄴ
사무소,3,ㅅㅁㅅ
사무실,3,ㅅㅁㅅ
사무직,3,ㅅㅁㅈ
사생활,3,ㅅㅅㅎ
사실상,3,ㅅㅅㅅ
사업가,3,ㅅㅇㄱ
사업자,3,ㅅㅇㅈ
사용자,3,ㅅㅇㅈ
사진기,3,ㅅㅈㄱ
사춘기,3,ㅅㅊㄱ
사투리,3,ㅅㅌㄹ
사회자,3,ㅅㅎㅈ
사회적,3,ㅅㅎㅈ
사회학,3,ㅅㅎㅎ
살리다,3,ㅅㄹㄷ
살피다,3,ㅅㅍㄷ
삼가다,3,ㅅㄱㄷ
삼계탕,3,ㅅㄱㅌ
삼키다,3,ㅅㅋㄷ
상당수,3,ㅅㄷㅅ
상당히,3,ㅅㄷㅎ
상대방,3,ㅅㄷㅂ
상대성,3,ㅅㄷㅅ
상대적,3,ㅅㄷㅈ
상대편,3,ㅅㄷㅍ
상반기,3,ㅅㅂㄱ
상상력,3,ㅅㅅㄹ
상징적,3,ㅅㅈㅈ
상하다,3,ㅅㅎㄷ
새기다,3,ㅅㄱㄷ
새로이,3,ㅅㄹㅇ
새롭다,3,ㅅㄹㄷ
새소리,3,ㅅㅅㄹ
새우다,3,ㅅㅇㄷ
색연필,3,ㅅㅇㅍ
생기다,3,ㅅㄱㄷ
생방송,3,ㅅㅂㅅ
생산력,3,ㅅㅅㄹ
생산자,3,ㅅㅅㅈ
생활비,3,ㅅㅎㅂ
서비스,3,ㅅㅂㅅ
서서히,3,ㅅㅅㅎ
서양인,3,ㅅㅇㅇ
서울역,3,ㅅㅇㅇ
서툴다,3,ㅅㅌㄷ
섞이다,3,ㅅㅇㄷ
선생님,3,ㅅㅅㄴ
선진국,3,ㅅㅈㄱ
선풍기,3,ㅅㅍㄱ
설거지,3,ㅅㄱㅈ
설렁탕,3,ㅅㄹㅌ
설악산,3,ㅅㅇㅅ
성공적,3,ㅅㄱㅈ
세계관,3,ㅅㄱㄱ
세계적,3,ㅅㄱㅈ
세미나,3,ㅅㅁㄴ
세상에,3,ㅅㅅㅇ
세우다,3,ㅅㅇㄷ
세탁기,3,ㅅㅌㄱ
세탁소,3,ㅅㅌㅅ
소규모,3,ㅅㄱㅁ
소극적,3,ㅅㄱㅈ
소나기,3,ㅅㄴㄱ
소나무,3,ㅅㄴㅁ
소비자,3,ㅅㅂㅈ
소설가,3,ㅅㅅㄱ
소시지,3,ㅅㅅㅈ
소아과,3,ㅅㅇㄱ
소유자,3,ㅅㅇㅈ
소중히,3,ㅅㅈㅎ
소지품,3,ㅅㅈㅍ
소홀히,3,ㅅㅎㅎ
속마음,3,ㅅㅁㅇ
속이다,3,ㅅㅇㄷ
속하다,3,ㅅㅎㄷ
손가락,3,ㅅㄱㄹ
손바닥,3,ㅅㅂㄷ
손수건,3,ㅅㅅㄱ
손쉽다,3,ㅅㅅㄷ
손잡다,3,ㅅㅈㄷ
손잡이,3,ㅅㅈㅇ
솔직히,3,ㅅㅈㅎ
송아지,3,ㅅㅇㅈ
쇠고기,3,ㅅㄱㄱ
수도권,3,ㅅㄷㄱ
수돗물,3,ㅅㄷㅁ
수동적,3,ㅅㄷㅈ
수많다,3,ㅅㅁㄷ
수시로,3,ㅅㅅㄹ
수없이,3,ㅅㅇㅇ
수영장,3,ㅅㅇㅈ
수요일,3,ㅅㅇㅇ
수입품,3,ㅅㅇㅍ
수험생,3,ㅅㅎㅅ
수화기,3,ㅅㅎㄱ
숙이다,3,ㅅㅇㄷ
순간적,3,ㅅㄱㅈ
순식간,3,ㅅㅅㄱ
순하다,3,ㅅㅎㄷ
숟가락,3,ㅅㄱㄹ
술자리,3,ㅅㅈㄹ
숨기다,3,ㅅㄱㄷ
숨지다,3,ㅅㅈㄷ
스스로,3,ㅅㅅㄹ
스웨터,3,ㅅㅇㅌ
스위치,3,ㅅㅇㅊ
스치다,3,ㅅㅊㄷ
스케줄,3,ㅅㅋㅈ
스키장,3,ㅅㅋㅈ
스타일,3,ㅅㅌㅇ
스포츠,3,ㅅㅍㅊ
슬프다,3,ㅅㅍㄷ
승용차,3,ㅅㅇㅊ
시금치,3,ㅅㄱㅊ
시대적,3,ㅅㄷㅈ
시들다,3,ㅅㄷㄷ
시디롬,3,ㅅㄷㄹ
시리즈,3,ㅅㄹㅈ
시멘트,3,ㅅㅁㅌ
시부모,3,ㅅㅂㅁ
시스템,3,ㅅㅅㅌ
시청률,3,ㅅㅊㄹ
시청자,3,ㅅㅊㅈ
시키다,3,ㅅㅋㄷ
식료품,3,ㅅㄹㅍ
식생활,3,ㅅㅅㅎ
식용유,3,ㅅㅇㅇ
식품점,3,ㅅㅍㅈ
식히다,3,ㅅㅎㄷ
신문사,3,ㅅㅁㅅ
신문지,3,ㅅㅁㅈ
신세대,3,ㅅㅅㄷ
신입생,3,ㅅㅇㅅ
신제품,3,ㅅㅈㅍ
신청서,3,ㅅㅊㅅ
신체적,3,ㅅㅊㅈ
신호등,3,ㅅㅎㄷ
실리다,3,ㅅㄹㄷ
실제로,3,ㅅㅈㄹ
실질적,3,ㅅㅈㅈ
심리적,3,ㅅㄹㅈ
심부름,3,ㅅㅂㄹ
심하다,3,ㅅㅎㄷ
십이월,3,ㅅㅇㅇ
십일월,3,ㅅㅇㅇ
싱겁다,3,ㅅㄱㄷ
싸구려,3,ㅆㄱㄹ
싸우다,3,ㅆㅇㄷ
쌍둥이,3,ㅆㄷㅇ
쌓이다,3,ㅆㅇㄷ
쓰레기,3,ㅆㄹㄱ
쓰이다,3,ㅆㅇㄷ
씌우다,3,ㅆㅇㄷ
씻기다,3,ㅆㄱㄷ
아가씨,3,ㅇㄱㅆ
아깝다,3,ㅇㄲㄷ
아끼다,3,ㅇㄲㄷ
아니다,3,ㅇㄴㄷ
아니야,3,ㅇㄴㅇ
아니요,3,ㅇㄴㅇ
아드님,3,ㅇㄷㄴ
아래쪽,3,ㅇㄹㅉ
아래층,3,ㅇㄹㅊ
아마도,3,ㅇㅁㄷ
아무개,3,ㅇㅁㄱ
아무것,3,ㅇㅁㄱ
아무런,3,ㅇㅁㄹ
아무리,3,ㅇㅁㄹ
아무튼,3,ㅇㅁㅌ
아버님,3,ㅇㅂㄴ
아버지,3,ㅇㅂㅈ
아쉬움,3,ㅇㅅㅇ
아쉽다,3,ㅇㅅㄷ
아시아,3,ㅇㅅㅇ
아울러,3,ㅇㅇㄹ
아이고,3,ㅇㅇㄱ
아저씨,3,ㅇㅈㅆ
아줌마,3,ㅇㅈㅁ
아파트,3,ㅇㅍㅌ
아프다,3,ㅇㅍㄷ
안기다,3,ㅇㄱㄷ
안녕히,3,ㅇㄴㅎ
안되다,3,ㅇㄷㄷ
앉히다,3,ㅇㅎㄷ
알리다,3,ㅇㄹㄷ
알맞다,3,ㅇㅁㄷ
알코올,3,ㅇㅋㅇ
앞두다,3,ㅇㄷㄷ
앞바다,3,ㅇㅂㄷ
앞서다,3,ㅇㅅㄷ
애쓰다,3,ㅇㅆㄷ
야구장,3,ㅇㄱㅈ
야하다,3,ㅇㅎㄷ
약하다,3,ㅇㅎㄷ
약혼녀,3,ㅇㅎㄴ
약혼자,3,ㅇㅎㅈ
얄밉다,3,ㅇㅁㄷ
양배추,3,ㅇㅂㅊ
양상추,3,ㅇㅅㅊ
어기다,3,ㅇㄱㄷ
어느덧,3,ㅇㄴㄷ
어느새,3,ㅇㄴㅅ
어둡다,3,ㅇㄷㄷ
어떻다,3,ㅇㄸㄷ
어려움,3,ㅇㄹㅇ
어렵다,3,ㅇㄹㄷ
어리다,3,ㅇㄹㄷ
어린애,3,ㅇㄹㅇ
어린이,3,ㅇㄹㅇ
어머니,3,ㅇㅁㄴ
어머님,3,ㅇㅁㄴ
어저께,3,ㅇㅈㄲ
어젯밤,3,ㅇㅈㅂ
어째서,3,ㅇㅉㅅ
어쨌든,3,ㅇㅉㄷ
어쩌다,3,ㅇㅉㄷ
어쩌면,3,ㅇㅉㅁ
어쩐지,3,ㅇㅉㅈ
어찌나,3,ㅇㅉㄴ
언제나,3,ㅇㅈㄴ
언젠가,3,ㅇㅈㄱ
얼리다,3,ㅇㄹㄷ
얼마간,3,ㅇㅁㄱ
얼마나,3,ㅇㅁㄴ
없애다,3,ㅇㅇㄷ
엉덩이,3,ㅇㄷㅇ
엉터리,3,ㅇㅌㄹ
엊그제,3,ㅇㄱㅈ
에너지,3,ㅇㄴㅈ
에어컨,3,ㅇㅇㅋ
여고생,3,ㅇㄱㅅ
여기다,3,ㅇㄱㄷ
여대생,3,ㅇㄷㅅ
여동생,3,ㅇㄷㅅ
여러분,3,ㅇㄹㅂ
여름철,3,ㅇㄹㅊ
여전히,3,ㅇㅈㅎ
여직원,3,ㅇㅈㅇ
여쭈다,3,ㅇㅉㄷ
여학생,3,ㅇㅎㅅ
여행사,3,ㅇㅎㅅ
역사가,3,ㅇㅅㄱ
역사상,3,ㅇㅅㅅ
역사적,3,ㅇㅅㅈ
역사학,3,ㅇㅅㅎ
